ID	96_con_rep1	96_con_rep2	96_bap_rep1	96_bap_rep2
pdhb	281.7863982	311.9642523	287.6201848	320.4613251
uqcrfs1	281.3061189	287.4782788	277.5029561	310.0642961
cox7c	279.6585785	238.3103605	279.5676836	408.0674193
serinc1	279.5559872	286.0929642	298.1329772	260.409139
CABZ01079178.1	279.3120479	386.7632556	238.0040989	210.4848545
cspg5a	278.8887637	257.0173297	245.2105156	191.1636475
ndrg4	278.7299372	259.4083029	246.0917471	197.2778175
hdac1	277.7207427	288.4556781	274.5557189	275.2298103
pabpc4	277.3225365	291.3123136	296.5903427	245.7326432
vdac1	276.92737	277.1864048	282.6529527	288.9038626
fabp2	275.2061158	215.528539	284.7464368	347.2152008
sf3b1	274.5252135	299.958397	264.3151561	236.599835
ogt.1	274.1695637	271.7606404	284.4850708	221.607284
hnrnpa0a	271.995388	310.6618722	246.8291955	257.5799078
ywhae1	271.5918622	280.6954589	288.6068574	297.6889536
slc6a1	271.2559706	298.9601104	273.041841	225.6820781
KRT23 (7 of 15)	271.2430517	290.0357354	402.8218831	505.6453664
KRT23 (1 of 15)	271.2202537	238.0670857	299.5324675	361.0922296
HIST2H2AB (28 of 30)	270.6920984	213.9239085	253.8522086	260.9406093
krt18	270.165463	279.6394253	253.2374553	345.34827
aldh6a1	269.6859437	282.2663013	282.8836449	359.0709462
eif3ba	267.2640289	306.5728903	256.9694295	257.5261953
KRT18 (2 of 3)	266.1552829	227.654803	243.0972213	382.0332902
caprin1b	265.8801862	253.5684799	245.9313489	249.4823358
gstp1	265.7365584	261.5578443	673.6149541	769.297605
EIF3F	265.5093377	232.1781163	248.0082181	269.4322608
eif4g2b	264.8139966	295.6986313	283.877347	254.3328504
ndufs1	264.041902	317.0859232	294.401003	262.2545848
cfl1l	263.9446303	206.1225292	228.5904496	303.81952
mdkb	263.7105701	211.9132057	241.6383005	292.4861986
cdh2	263.6132984	268.9592946	229.0096577	197.5633415
sdha	262.9620335	340.1214631	331.6485339	347.5504794
dldh	262.3480056	263.3000847	270.0888525	295.6942438
serpina1	261.9452397	156.0632177	213.7660767	367.950458
col18a1	261.4208842	283.1945542	201.7432406	208.0660992
atp1a1b	259.7186284	290.3852893	257.4078087	243.6983559
cox6b2	258.3180671	238.1586209	307.0890763	355.2002594
ENSDARG00000089776	258.2884296	252.497088	282.2088222	377.8838641
khdrbs1b	258.2321944	243.3798134	223.6577255	254.780077
tdh	256.1712491	262.8184498	269.3168962	259.1567915
rhbg	255.9584671	294.2672419	222.1042273	262.6774995
eif4ebp2	255.7540444	226.2676454	286.6002822	312.1048028
ppp2r1a	255.7016089	266.334876	259.4942634	265.6910492
myoz1b	255.6043371	222.735861	252.5051193	258.0808468
nucks1a	254.7775272	286.260062	252.0405396	259.5412593
kidins220b	254.6673365	257.1795129	219.1263164	183.2622673
glulb	254.5997023	288.2068744	306.4634594	302.7633642
ckmt1	254.591343	262.9032274	269.1590542	344.4894366
ENSDARG00000089414	253.0387946	205.7680606	263.2473258	209.3698976
thbs1b	251.67623	278.8113082	271.0007579	277.2584437
fubp1	251.2552257	256.8907777	220.8178465	221.8617113
atp1b2a	250.956571	275.3360422	252.3038227	221.5592255
MAPT (2 of 2)	249.2907922	244.5390545	240.1499841	191.3977206
pdha1a	249.0954888	281.8209119	273.1376965	297.049493
hnrnpu	249.0308942	256.9245658	207.6568861	204.4854594
col11a1b	247.6082948	298.2880331	184.222772	142.9785147
cs	247.0976181	259.7646144	245.2961465	276.9192073
atp1b3b	246.874197	261.9737458	257.8826129	235.6969009
h3f3c	246.0078704	257.0025858	261.4778333	189.9118653
hmgb3a	245.5891459	210.9413353	218.9231027	241.1478638
col9a1	245.5009934	159.1262681	271.5560807	323.3165645
atp5d	244.9728382	247.7403292	274.2445081	299.9058632
cldni	243.7409826	233.9314147	291.7106586	338.3752666
ubap2	243.0129643	261.8637807	224.3357434	185.5074466
DYNC1H1	242.9856066	288.940999	235.7598021	136.5019272
gnb1b	242.1762752	232.8446646	246.45472	250.0109791
c9	242.0121291	132.8544367	142.2361451	255.6049868
zgc:153867	241.2331951	206.8111933	237.3893456	332.2152997
rab2a	239.6160522	229.6304889	237.1650438	245.4878277
try	239.5005419	279.3513044	394.3923503	468.0981205
sucla2	239.4450666	265.9656635	258.7459515	251.6494908
ogdha	239.2725613	327.2930196	265.5357162	280.5931371
smarce1	239.2034071	222.9785214	211.9818863	209.7888545
ywhabb	238.6121772	232.4127905	251.7938714	273.0897942
hspd1	237.8454022	300.5456967	278.8583529	275.1958866
and3	237.6493388	183.4291712	178.6318401	214.7773252
ctrb1	237.3826014	300.6255596	445.1139696	488.3929358
lgals2b	237.270131	230.4930086	307.1574532	346.4524844
gnao1a	237.1090246	236.4489399	232.6675036	204.506379
dcn	236.9775558	216.8094175	205.9538533	217.3543908
ap2m1a	236.2586567	247.3858607	238.0980373	232.0512408
pcna	236.0352356	277.3135711	219.3403937	283.421803
srsf11	235.8277732	243.8448613	229.3592107	213.795236
ppp1caa	235.7517797	220.0721252	213.0816684	211.8350152
ywhaqa	235.4538849	234.5267007	228.3917092	249.6570425
flot1b	235.0830363	215.2410325	221.1252231	278.965368
stmn2a	234.7463849	224.3589214	248.5175304	221.8057373
xbp1	233.6756356	233.6131917	264.3317711	227.6796149
r3hdm1	233.5570857	227.385112	222.0505482	176.3588073
CELA1 (1 of 8)	233.5479664	282.7589941	428.6600532	441.9169889
ahnak	233.1558397	223.4662996	207.8894954	273.8468567
ryr3	233.0950448	244.430318	227.9884771	176.2231127
hhatla	232.963576	227.2389014	261.385173	256.7945756
tnc	232.5889277	232.6959967	172.0216447	167.3679129
pde6c	231.5219781	291.5574314	219.937893	227.4681575
cltcb	230.6191747	257.5345957	223.7529419	200.5836759
sf1	230.5834577	239.2724016	207.6236562	200.295325
ache	229.8592391	254.724035	227.8146591	187.29918
atf4b1	229.8052836	252.0879441	273.0872126	243.553615
tardbpl	229.7847654	238.0461985	226.0521959	228.9240469
fh	229.7361295	264.954476	253.9314491	242.5268596
ipo7	229.4488738	244.8044451	192.6388851	190.7712641
tuba2	229.1707374	239.582024	249.5930291	215.6960904
eef1db	227.5961509	180.7414766	188.3362511	193.4161769
slc25a22	227.3750096	184.4415874	230.7555059	211.699886
si:ch211-55g3.6	226.7366637	194.3439761	215.3400241	237.252865
hmgb1b	225.7852243	207.5471609	218.946108	227.2171226
p4hb	225.1856352	217.4612218	221.2076588	255.6360834
ywhag2	224.7760299	224.4830161	255.9718932	227.5727554
EIF4G1 (1 of 3)	224.5495691	267.5346629	197.8393656	185.7398235
cast	224.0487715	241.3328651	240.6145638	257.5697307
si:ch211-253p18.4	223.12241	200.3594975	222.9279456	292.092119
col4a6	223.0289379	223.9811083	166.7572605	175.7770169
cnot1	222.9970206	229.619431	197.1031953	160.1676211
ivns1abpa	222.7394025	221.8340243	233.039423	208.4200358
islr2	222.567657	191.2047487	204.7396836	197.6628508
kif5aa	222.3883122	230.9181251	213.8261462	146.2956809
SEC24A	222.2074476	249.6760837	230.8481662	187.1911897
tnnc1b	222.1413332	211.8394861	235.8345694	267.2820677
tardbp	221.9802268	225.2871744	208.5739037	193.4099576
dynll1	221.7758041	195.2175536	216.0199591	213.7726202
ndufa4	221.7385673	198.5189642	177.3812453	252.6134874
alas1	221.5896199	262.8546953	222.0256258	246.3223491
atp5h	221.47031	208.5233316	208.2345752	233.5303113
zgc:86896	221.0667842	172.1162804	196.6021905	200.5497522
crygmx	220.2878503	168.333235	197.3575319	176.328276
smyhc2	219.7786934	255.1583665	214.7949258	209.8527441
hnrpl	219.4162041	228.7925425	200.2268066	191.6787214
atp5g3a	218.2922594	216.829076	241.1123733	276.8683219
aldh7a1	217.8948131	237.3599916	231.3408635	236.1831397
si:ch211-166a6.5	217.470769	175.0331203	166.6697125	153.3201352
ctbp1	217.3446197	227.7543245	198.5071589	168.4438576
dpysl3	217.1082797	214.3373527	191.0745233	170.4532676
skp1	216.716153	207.9348033	221.0817686	227.1464484
kars	216.6530783	260.7512287	382.122207	234.9878969
ppp2cb	216.6340799	217.5521427	220.321315	225.2043202
ola1	216.5360482	212.9692393	201.2646022	226.6856523
crygm2d15	215.9524177	195.5990527	197.1639038	214.501413
rbm4.3	215.5656105	211.0832456	190.5345373	211.8067455
celf2	214.6666067	208.0914575	176.7613797	179.0167242
srsf1a	214.5579359	210.4781303	207.7974741	250.9495331
eif3s6ip	214.5472968	202.1828295	197.5722482	212.2901573
tmod4	214.437866	198.9563673	208.0946262	204.469063
seta	214.4287468	224.894003	205.252191	251.0592195
clta	214.3170363	240.0200414	229.7113199	206.2557078
gbas	213.8223182	234.5856764	233.3033451	213.1512523
zgc:65894	213.4788273	233.8736677	241.3264506	172.0414592
fga	213.3777559	246.4791093	210.9332271	363.5138118
srl	213.2181694	221.3407171	199.1960404	207.513144
kpnb1	212.6702559	248.9917198	203.8546178	192.5319008
ewsr1b	211.8700437	204.9454725	208.6250266	217.86268
atp6v1aa	211.5318723	217.0784941	216.4998756	184.0894386
gdi1	211.5067945	215.6311321	212.5289017	172.6170302
gtpbp4	211.4680377	208.9466051	210.2909953	213.2942969
h3f3b.1	211.1169475	178.2049071	194.8946845	214.4850166
hnrpdl	210.4649228	216.5538561	224.2858985	240.4569524
pabpc1b	210.4641628	218.3937751	196.2730867	247.8737901
arhgdia	209.6844689	232.8655518	226.6707834	284.1110182
hsp90aa1.1	209.5932766	256.2635465	426.9589375	353.4350995
kdm5bb	208.7581074	205.8516095	187.1540332	144.1115642
serpina1l	208.2215929	242.3250084	247.6663335	381.8902455
IGFN1 (2 of 3)	207.7884296	223.8391981	228.4677546	202.6366213
col5a3b	207.6470816	181.7274765	141.9153486	118.8593748
meis1	207.2488753	188.5545282	187.4083698	161.3990491
crygm2d11	206.5254166	188.2215612	182.0161783	241.1162017
rab11a	205.8551534	217.2105751	224.8361091	213.1269403
tceb2	205.6704891	194.025753	231.4610024	241.9139726
pbx4	205.4052716	177.5291439	173.8192549	190.8221496
APOM	205.3779139	180.6708286	210.8463181	364.0707248
stau1	205.1370143	197.9857255	205.0726217	187.5439955
adssl1	205.0321432	239.1028464	254.1263553	225.7979838
alyref	204.4872694	188.983945	195.2295398	172.1008256
sec61g	204.4188752	151.4655704	176.7083397	218.2805061
gpx4a	204.3375621	161.5024974	255.2389182	406.8574763
epyc	203.8375244	193.1835063	190.9780287	225.4440472
lamc1	203.8284052	256.2911914	184.8969557	156.7351146
eif5	203.7075755	208.3267459	195.6263815	204.5877957
tob1a	203.6786979	187.2754927	247.8938306	180.9401944
ppp1cb	203.4469175	183.2860323	200.059379	200.0510748
nsfa	203.3952419	217.7345988	210.2852439	177.226687
bhlhe40	203.3785233	195.8275835	212.2579502	202.9283645
gspt1l	203.3405266	223.7875943	198.1045658	223.0043724
sypb	203.3260878	211.5059048	201.3368133	160.8172588
flot2a	202.898244	208.6984157	186.8472956	180.3261765
huwe1	202.4301237	215.9653278	171.7008483	155.7931683
npm1a	202.2705372	217.2720081	176.4859549	222.4853408
UBE2QL1	202.1208299	207.000407	188.2927966	157.3152087
cbx5	201.7712596	190.0448933	168.4366489	202.4313833
acadvl	201.6002741	242.0258296	240.4055988	238.8218332
rsl24d1	201.5622773	164.3517609	191.0067854	211.6292118
aplp2	200.8327391	243.7625411	222.6403791	208.8389927
col6a2	200.6792321	261.3084262	161.4730662	161.9101653
hsp47	200.4808889	170.1958842	235.0300222	149.6377245
COX5A (2 of 3)	199.961093	195.0602851	192.690008	196.1521182
ptgdsb	199.8942186	220.6305514	759.2011365	758.6455833
hspa9	199.3440253	270.6278155	271.4135756	272.04325
casq1a	198.8766649	250.9833784	246.3460837	195.6811451
agxtb	198.7657143	271.3779127	210.2143109	235.9111852
etf1	198.5597717	222.6535408	188.2697913	195.1468478
atp1a1a.4	198.4169039	264.8776847	228.6486019	235.5323712
col6a3	198.1448469	221.7977788	132.5566565	132.8376091
cfl2	197.7625993	197.6853181	189.7018725	206.5129621
chd4a	197.5710955	209.8883733	159.9381001	133.7100119
col17a1a	197.4852228	220.6557389	195.3976064	191.2880342
sumo3a	197.4540655	184.1460946	196.5868537	217.760909
kpnb3	197.1934075	246.2849809	203.1804341	170.5895276
pcbp2	196.8772743	196.2864882	211.7550283	190.3590919
eif3m	196.7541648	180.6222965	176.4718961	181.1052894
pdia3	196.5884988	202.025561	236.1342776	270.1390033
aqp3a	196.5831793	203.5749018	197.0763558	255.8458446
pnrc2	195.7943661	171.7212661	221.1149985	253.7476677
smyd1a	195.2981282	224.5315482	194.4422466	202.8379015
cd99l2	195.2236545	199.0945916	193.0108044	176.8699234
ppp2r1b	195.1560202	214.5689552	202.2455235	193.8215644
prrc2a	194.2729751	199.2530888	167.6161258	152.233448
amd1	194.025996	215.0149589	180.4907978	172.5378751
safb	193.8443714	199.4109716	212.93469	172.2619628
ptp4a1	193.7850964	169.9286505	170.1505453	178.2189533
hif1ab	193.0988746	210.8805166	197.7320074	205.6501709
chd4b	192.8526554	197.8493442	175.4027877	155.3940001
sepw1	192.68091	169.8764325	236.4154537	298.7926025
calm2b	191.5987617	200.9222239	214.4031963	183.9396092
qk	191.2461516	180.457656	153.9055939	170.3882473
arl6ip1	191.1853567	178.6115937	217.5875161	204.1603579
zgc:113413	191.1397606	136.3364604	140.0378589	136.8801757
zfhx4	190.9999325	170.8777907	159.2773362	149.6348975
fscn1a	190.651122	180.9712361	177.7014027	154.5227281
eif2s2	190.5895672	192.516958	223.4634583	201.1456774
uqcrb	190.2924324	179.3543189	220.5986569	258.8056818
smarcc1a	190.1412052	192.3983923	171.5679286	141.3320876
ddx21	190.0598921	195.0105243	199.2567489	191.4107247
uqcrc2b	189.8911864	228.2341164	209.0902453	212.8990866
rbp4l	189.8174727	184.3764684	193.2811169	219.331008
zgc:161979	189.6609259	174.3094393	162.061619	329.8417759
arpc2	189.5172981	178.2079788	186.6945659	200.6860122
csnk1da	189.447384	186.6961793	192.2880539	191.2580683
fam13b	188.5909366	204.1806314	220.4746838	197.2687712
rad21a	188.3492771	223.4908728	154.8730954	175.270424
rhag	187.9229532	200.6617479	191.8918512	225.8042032
a2ml	187.8743174	142.2291157	149.2444603	227.0780357
ROMO1	187.5726229	160.5508999	186.8147048	210.2965783
slc38a3	187.1265407	175.473595	163.0585162	200.0663404
DDX17	187.1037427	165.2308674	167.2851048	146.3516549
ilf3b	186.7610117	199.6302875	174.74458	172.247828
prpf8	186.7040165	220.7208579	155.4520626	146.6462252
sox4a	186.5748275	169.7566381	187.9227944	143.2137186
myef2	186.4349993	197.0095548	177.514804	163.7296029
pabpn1	186.2708532	174.9680013	180.1514693	166.2122477
calb2b	186.2222174	151.950277	169.7121661	156.7961771
fgb	185.7404182	166.5062169	172.6038071	289.1865596
eif3g	185.6933022	156.7180937	162.8303801	183.4782477
zfr	184.7715003	197.3867536	177.3537667	152.1248924
hmp19	184.5457994	161.0614083	179.2363688	141.5655953
ubqln4	184.444728	199.3753405	189.5919582	199.8322673
ap2b1	183.9576093	205.4682675	177.2150958	169.9896446
nckap1	183.8519783	186.9191811	170.7397371	157.1687717
clasp2	183.6148783	179.4470828	173.7745223	141.6990282
uqcrh	183.524446	189.0158901	198.9851583	232.7941684
srrm1	183.4013364	185.5381668	171.5513137	170.4804065
mcm7	182.6877569	233.4282783	152.8869694	132.6142785
zgc:63663	182.3115888	198.8863336	197.2431443	172.0465477
C19H6orf62	182.1930388	176.9633458	181.0640137	203.8380834
rab1ba	182.002295	181.9621507	196.9862516	182.8755378
atp5ib	181.5980093	170.3009347	199.8836439	231.9771742
atp6v1g1	181.5622923	168.6115266	187.586022	198.1513512
snap25b	181.2697171	177.7521458	191.9493645	169.9065317
anxa1a	180.9064679	145.971001	184.624087	184.0492956
ddx39ab	180.6708879	197.2589729	169.9134627	174.7768351
si:ch211-51e12.7	180.4056703	194.7451337	178.368557	178.7679509
zgc:92066	180.4003508	165.5386469	158.7788876	235.2745516
ndufs2	180.0340618	197.4217704	197.8451169	198.5606964
ucp2	179.9048728	229.5862572	253.1901666	268.4349059
pik3r1	179.7278078	178.4666118	177.5199163	169.0488291
prmt1	179.5089463	198.3076346	166.9093512	189.7445087
copa	179.0811026	203.4594077	176.5274923	158.8078487
atp2b4	178.9055575	197.296447	166.0709351	144.7165357
srsf5b	178.6388201	174.9612436	204.2342056	205.7462879
lect1	178.5202701	168.2503004	184.6867126	202.2589381
cox6c	178.486073	164.405822	188.6979459	243.1114769
ndrg3a	178.2276949	179.6197096	181.1790403	165.0339668
mipb	178.1349828	173.5876013	157.7091402	147.217273
itm1	178.0787475	217.5373988	182.4941778	165.104641
hsp90aa1.2	177.6060676	205.2544806	234.1046971	243.870801
atf4b2	177.5939086	173.9058243	206.9852585	198.5030262
kif1b	177.3856863	203.9434999	170.8458172	133.7281045
rbfox1	177.0201573	158.5832002	168.5938519	147.521455
vat1	176.3909306	218.3341851	161.9178357	112.7616012
ndufb8	176.245023	171.8601047	180.4959101	207.1869117
paip2b	175.5405627	163.1925198	182.654576	193.9103312
psmd1	175.4083339	208.9275609	201.7969197	179.3791417
pmp22b	175.2973833	159.9488563	161.104342	176.5295563
jph2	175.1841529	178.5255875	174.5113316	142.8258583
tuba8l2	174.7509896	194.8784433	210.5204094	184.5864198
uqcrc2a	174.5268086	184.4139426	187.5515141	198.4040823
csnk1a1	174.4971711	179.3795065	170.7863868	177.5687503
rbm39a	174.4416958	175.1099115	174.3822462	161.1604529
cebpd	174.2798295	149.0365088	168.2398256	132.9586034
ATP5EP2	174.2000363	150.6122658	175.7721509	231.9053691
casq2	174.0723671	189.1952746	203.7070003	198.7857232
ctsd	173.7395153	187.6311899	210.5632249	274.063968
ck2b	173.3914648	170.4483739	173.5540546	191.2162291
akap12b	173.176403	160.722298	138.8147427	148.7455329
ndrg1a	173.0304954	153.5499928	169.726864	231.1494374
COL12A1	172.97654	199.7070788	107.4195097	110.0997265
cdc42	172.7842763	165.1841783	177.1901733	200.9472242
pgam2	172.4727027	177.6821121	196.8680298	164.5641244
rcv1	172.4590238	147.742115	145.1367325	156.8442356
cfhl4	172.2925979	89.53678502	136.520601	240.8595129
gad2	172.2219239	170.4618892	160.7183639	137.2963057
syt1a	171.9057907	180.6960161	154.0493771	141.2862907
fgg	171.7576033	160.0588214	142.3236931	249.87585
jup	171.6998482	178.0783551	189.3938568	222.7493797
dag1	170.5553852	182.8879463	157.0496543	153.4479142
rpn1	170.4474743	206.0574102	181.1541179	178.3026316
ktn1	170.3144856	169.4040125	156.033586	155.3385915
mmp2	170.3061263	163.1489024	146.5266373	155.8089993
snd1	170.1898561	189.4096758	167.7094252	178.5751515
hectd1	170.0948642	189.8157481	158.6587487	130.7761828
zgc:77849	170.0127911	171.7501396	181.1151366	187.296353
ttyh3b	169.9299582	171.4485035	162.0341404	138.086161
tob1b	169.8357262	143.3269238	184.8100467	191.4474753
slc27a2	169.5484705	171.8748486	123.6440119	165.2844363
ptprsb	169.5378314	169.3198493	155.1593838	112.1758531
sdhb	169.3797648	154.2220701	212.4624419	233.0061911
cp	169.3790049	125.9376929	108.8573422	185.545328
srsf2a	169.3508872	161.3237273	161.3855182	164.2972585
ankhd1	169.3470876	207.2399958	147.5784917	118.6060783
ube2e3	168.9329227	136.8739993	140.9152562	154.9247232
cox7a2	168.857689	160.128855	180.1406057	208.2300635
midn	168.7596573	135.6004928	144.604415	117.8037843
kdm6bb	168.7034221	152.3661785	119.0448649	106.4161851
srsf6a	168.3447325	179.2959576	164.9257814	174.2216182
nr1d1	168.0156804	162.5173709	141.0296438	110.6634243
rimkla	167.8576138	160.9833884	155.9920486	163.6193511
spock2	167.6212738	164.1385883	157.1161141	133.9259924
bzw1a	167.4920848	164.7713484	169.0283969	186.8383839
apc	167.3796143	171.6266592	151.8862379	118.818101
rerea	167.2838624	165.9361185	163.9001275	141.5972573
atp1a1a.2	167.1440343	195.6672433	195.2838579	233.486776
khsrp	166.7838248	185.175712	161.0743073	162.5756339
