X96_bap_rep1	X96_bap_rep2
sepw1	230.436562457832	306.545054866918
calm2b	208.980989872337	188.712093681815
qk	150.013357613885	174.809129075598
arl6ip1	212.084778973237	209.457488540417
zgc:113413	136.496334371694	140.431659348561
zfhx4	155.249249814029	153.517314285393
fscn1a	173.207376003791	158.53196420283
eif2s2	217.812119976449	206.364589346975
uqcrb	215.019768730332	265.520636265589
smarcc1a	167.229016021784	144.999080249311
ddx21	194.217592566113	196.377054232051
uqcrc2b	203.802402154038	218.422951695779
rbp4l	188.393082894506	225.021755287186
zgc:161979	157.96311875661	338.399827989942
arpc2	181.97310422078	205.892997705229
csnk1da	187.425134224304	196.220437019569
fam13b	214.898930880885	202.38709320467
rad21a	150.956391228412	179.817978397333
rhag	187.038951397439	231.662903565776
a2ml	145.470102986784	232.969786836434
ROMO1	182.090204836244	215.752918893963
slc38a3	158.934804660795	205.257247943217
DDX17	163.054503828783	150.148884898128
ilf3b	170.325330654718	176.716958328871
prpf8	151.520716484041	150.451098098924
sox4a	183.170271110775	146.929531918155
myef2	173.025496341045	167.977719944787
pabpn1	175.595480995495	170.524779276456
calb2b	165.420185319115	160.864399954622
fgb	168.238697398057	296.689774236821
eif3g	158.712438069128	188.238761727986
zfr	172.868531636501	156.071914422252
hmp19	174.703523171997	145.238646524076
ubqln4	184.797222150698	205.017101598622
ap2b1	172.73336769096	174.400184257289
nckap1	166.421769290109	161.246661868553
clasp2	169.379805485887	145.375541464946
uqcrh	193.952870428535	238.834229923335
srrm1	167.212821308699	174.903679431879
mcm7	149.020493888009	136.055079472455
zgc:63663	192.254911553043	176.510455624015
C19H6orf62	176.48494736216	209.126852328348
rab1ba	192.00451560903	187.620413958268
atp5ib	194.828633538948	237.996038047868
atp6v1g1	182.842015605595	203.292572564804
snap25b	187.095010199603	174.314914915687
anxa1a	179.954987245386	188.824625997625
ddx39ab	165.616391175426	179.311582873595
si:ch211-51e12.7	173.857658128394	183.406251890346
zgc:92066	154.763406861937	241.378968975684
ndufs2	192.841660407514	203.712538607282
ucp2	246.78704681237	275.39969955351
pik3r1	173.030479352179	173.434958422867
prmt1	162.688252948986	194.667606706019
copa	172.063153521818	162.928266247953
atp2b4	161.871040195041	148.471341007536
srsf5b	199.069170556383	211.0845669714
lect1	180.016029058685	207.506734632726
cox6c	183.92581921158	249.419230601895
ndrg3a	176.597064966489	169.315926781056
mipb	153.720713122182	151.036962265968
itm1	177.878942948307	169.388434689001
hsp90aa1.2	228.184244348981	250.198256072903
atf4b2	201.750649975322	203.653372100229
kif1b	166.52516664932	137.197804725441
rbfox1	164.330153022314	151.349036551273
vat1	157.822971702463	115.687305969148
ndufb8	175.931210968642	212.562569097686
paip2b	178.035284715539	198.941515350823
psmd1	196.693523043782	184.033300604914
pmp22b	157.030051066881	181.109780057611
jph2	170.097981051916	146.531608221419
tuba8l2	205.196397740185	189.375686385271
uqcrc2a	182.808380402273	203.551861008587
csnk1a1	166.467239230164	182.175936913845
rbm39a	169.972160191334	165.341910955134
cebpd	163.985079964208	136.408338202689
ATP5EP2	171.326914528241	237.92236989767
casq2	198.555298154473	203.943403937197
ctsd	205.238130446256	281.174812912596
ck2b	169.164913362188	196.177512262556
akap12b	135.304150492834	152.604874292493
ndrg1a	165.434511512679	237.146824845639
COL12A1	104.702895554301	112.95636645079
cdc42	172.709075475126	206.160987093862
pgam2	191.889283610558	168.833893882377
rcv1	141.466258657108	160.913705377166
cfhl4	133.068027097068	247.108837298439
gad2	156.653834262286	140.858586228993
syt1a	150.153504570561	144.952095106086
fgg	138.724360362181	256.359111662303
jup	184.60413068853	228.528819824809
dag1	153.077905465546	157.429263255114
rpn1	176.572772848126	182.92885944771
ktn1	152.087533293973	159.368995938637
mmp2	142.821013091487	159.851608907145
snd1	163.468093265626	183.20845013034
hectd1	154.646306246473	134.169292667519
zgc:77849	176.534777376038	192.155931326173
ttyh3b	157.936335083943	141.668935060422
tob1b	180.136244068293	196.414758360597
slc27a2	120.517083908086	169.57289494552
ptprsb	151.235439462084	115.086360089128
sdhb	207.089316694837	239.051753749764
cp	106.104365608414	190.359474351646
srsf2a	157.304116386888	168.560103898043
ankhd1	143.846266341005	121.683423471046
ube2e3	137.351542500255	158.944389440117
cox7a2	175.584892133385	213.632786442728
midn	140.947403341534	120.860313205961
kdm6bb	116.034248254445	109.177252138321
srsf6a	160.754847162886	178.741960353996
nr1d1	137.463037264744	113.534689915238
rimkla	152.047046365053	167.864607559148
spock2	153.142684512829	137.400827011319
bzw1a	164.753708481427	191.686079791322
apc	148.045070652369	121.900947297475
rerea	159.755131808883	145.271130024156
atp1a1a.2	190.345175045466	239.54480787261
khsrp	157.000775937383	166.793810144277
rpl22l1	162.878852954323	210.019570152231
g3bp1	157.445509120716	155.687912298832
pa2g4a	160.063455269523	203.42714732895
perp	149.160018004844	186.381978106747
ck2a1	157.028805387201	176.190840636115
dars	169.815818424102	158.411311012
wu:fd14a01	149.361206872291	154.247614403687
atf7ip	160.513171463991	127.265375628763
tmem59l	148.399486892904	134.418139956963
cd63	173.427873978466	265.143594980124
ctsf	175.624756124993	168.419728435601
atp1a2a	224.655654109287	191.49755914859
snrnp70	171.138183237368	158.671759492848
C13H1orf63	257.522307573085	212.433794929242
myh9a	169.858796809853	195.403127350184
prps1a	172.744579392911	213.14089245954
rab5c	167.77901518132	189.542744752091
TKT	173.934271814939	170.423848254644
fn1	104.483643259306	113.672745098362
CKMT2 (1 of 2)	141.686133791943	137.725082557857
hapln1a	106.494908606574	109.270062285113
WDR1	190.892682650698	161.464185694983
gad1b	130.554724084623	136.275503648032
aars	188.964882715572	163.015855868873
hnrnpk	151.138893730999	161.786121064796
hif1al	229.909609736979	224.52000021949
nap1l1	137.630590831397	140.129446250359
fkbp5	194.453662414033	108.917383624708
atp5j	165.998213928468	205.858773893066
zff9	164.365656940099	226.703939736415
atp6v1ba	162.091538169716	168.569964982552
ubr5	147.047224012829	108.307736697245
ZFHX3 (1 of 2)	128.975734441586	119.2686187268
TNRC6A	141.028377199373	147.819929565314
ilf2	148.346542484883	162.311658687723
cx43	161.746465111611	153.672771358216
anp32b	157.301001992745	186.147052390618
nr1d2b	155.613009139523	149.884375928474
acadm	192.383223967928	226.004963081137
fbl	148.992464438191	158.462356541438
bcam	132.523010948668	161.898073310776
usp9	150.378362619059	135.148439972662
crx	123.345562009299	103.935217309947
arf1l	182.675084976253	201.21072420935
ank2b	128.245101396456	108.499737758955
ldb3a	145.707418611855	139.062709221701
smc3	126.157845299955	132.850808102863
h2afy2	132.034053602432	123.11792077049
ubap2l	152.511711592926	137.951887398965
cadm3	109.058041632897	123.240894240638
kdm4b	135.766324166403	120.196720502505
serf2	145.370442861557	187.993974927349
calr	186.317038597426	233.544049812075
LENG8	170.021990205212	166.34136060172
zfand3	144.547001416797	140.033735754419
ube2v2	155.977391402328	185.224751210615
grhprb	140.703236088336	204.687625526212
srsf6b	127.143234460393	149.433086422981
CS (1 of 2)	174.2027311865	181.822098113781
ssr2	151.315167542771	181.033211660859
gpatch8	137.821190739263	118.218703518011
pum1	147.334992491618	125.208470070793
pgm1	143.101930039621	167.109364745965
lasp1	138.546840773258	167.328048712053
macf1	138.787893632313	119.046454341734
CABZ01088330.1	144.224351860063	130.724294883501
slc32a1	137.225721639673	116.94082343105
slc6a9	143.333016876405	129.119838970684
lypla2	150.257524769612	158.935108425438
mat1a	172.568305581139	291.439618533427
ucp1	175.841516865684	294.201301342376
cct2	146.436805879835	154.006307919433
wu:fk48d07	134.676914709443	163.191035110713
pde6h	259.291897221457	349.037034440195
ndufs8a	144.398756957372	180.730998460063
stm	171.333143316528	200.599337174992
C6H7orf57	142.404309357972	133.681459173139
mapre1b	147.534312742073	160.725764804264
capn3	140.121470245	133.441892898373
top1l	122.573196258097	118.281350444042
elavl1	144.55136149062	158.417111607702
ppl	204.090170730299	231.33690780975
kif5ba	148.525307753487	149.045603983178
nop56	124.742049052277	139.100993420077
gpx4b	171.749224210202	178.80692745675
psmb7	174.634383953419	178.39102190308
PFKP (1 of 2)	124.225685193535	115.39611399252
adh5	136.848881897766	147.504374963626
anxa2a	132.973972920287	223.087243129535
vim	107.124012909486	111.28288294641
tsc22d1	183.859171449834	154.060253798019
CABZ01092303.1	161.322909652498	108.870398481483
sdcbp2	154.635717384363	197.649133723311
slc38a4	143.157365904474	155.646727853903
edf1	165.941532188992	208.578692187256
eif4g2a	134.167402478827	140.894550148051
myh10	126.733382355005	120.170037495532
sdc4	136.384216767365	202.805319140254
wu:fb17g07	144.054929676418	161.449104084602
murc	171.084615989506	153.497012046546
rad23b	147.327518023652	163.093004335455
nrxn1a	135.055623068341	115.186130971281
tfap2a	127.525680053275	128.481768929353
zc4h2	135.149677342593	137.885760156551
kdm5c	128.888531892932	116.443128852161
tspan7b	143.627014143481	131.918065768521
ctcf	133.455455701085	129.180165514802
lgmn	174.565244734842	176.755822597077
rs1	155.963688146075	157.987864550545
papola	138.259072294469	132.125148543206
fbp1b	146.832954826441	282.781009034903
ap2m1b	135.398204669615	115.962256093141
ptena	151.885721586686	142.703188486406
ZFP36	177.11218304808	185.097717354254
rtn1b	140.824073937784	138.210015703089
slc3a2b	135.820514351576	128.693492160081
gars	160.034180140025	160.410790272405
EPCAM	288.219485402862	163.467145374366
nono	125.455241607171	140.315646613773
nr2f2	124.576364102616	123.779193297221
pafah1b1b	142.044910106302	129.077494283501
hnrnph1l	127.352520635647	128.441164554253
txnrd1	168.639206418487	182.429424761926
stmn2b	141.326111700433	113.478423757333
ptprfb	134.614004279152	130.851908912287
eif2s1	166.006311236275	142.695647578621
kpna4	140.965466671611	155.599742608082
csnk1db	142.288454519659	155.980264415119
pgam1a	131.492151848175	176.002319993382
HNRNPUL1 (1 of 2)	131.111574872285	113.067158659705
neurod	118.41363300103	116.998249728614
prkar2aa	136.831441407529	161.746676726761
mipa	107.933128355623	120.15611602481
plecb	125.515037643319	130.572318229656
id2a	134.759134344433	139.435690120953
rhoaa	154.543531727102	178.602745133808
dbn1	116.754292437465	133.235390193518
ctgfa	173.949220848343	175.222714452545
grin1a	154.295627239921	131.032308679999
clstn3	138.006807635993	105.40219810947
sumo2b	140.505161615033	149.807227461892
vps35	147.191108300959	146.151086516977
slc38a2	135.312870737952	104.993253291161
kdm1a	128.737795976675	118.903178632738
dusp6	157.704625407318	132.752777327604
nr2f1a	125.317586107327	116.687915652798
pdcd4a	137.188349104896	161.409079676737
tmed10	167.436433580046	179.049394080664
SRSF7	133.374481843246	153.543417119942
slmo2	188.615449486172	133.136779451024
SLC12A7 (1 of 2)	155.21935174722	167.321087976693
acta2	176.040214178827	208.66048110988
SLC7A5	115.231984533905	116.306233808696
srsf3b	135.804942478331	125.656279157308
ppp3r1b	131.419275395614	137.589347654052
laptm4a	152.910974836204	162.37198523184
top2b	112.435895956334	104.625492917781
capns1a	142.574977221297	206.463780261893
sesn1	146.639863364273	177.554570134508
fez1	135.040051195096	118.360819087348
g6pca.2	125.5673592115	149.759662248836
thbs4b	140.908785029606	120.136973925622
gnao1b	140.945534724543	129.234691565812
matn3a	170.036939238617	189.755048052649
vil1l	146.722705839103	211.421003881765
magi1b	131.807949776782	107.394136564685
zgc:158846	144.002608108237	237.174667992271
nucb2a	150.909675511206	162.780930152745
gch2	246.279403198746	241.577930772755
copb2	134.467628534189	134.084023325917
cav1	138.818414538963	146.49796458168
chd7	106.570899453278	97.3091506622564
xirp2a	144.809854839912	146.157467285102
elavl3	110.661946331608	81.2889539334332
foxo3b	128.824998525329	142.195632823008
arpc1a	163.715374815496	172.139676343612
capza1a	140.097178126637	170.914581995577
zgc:194131	147.7784798978	162.514680973601
vmhc	103.830246838031	100.128839859118
dcaf7	124.044428370628	128.834447692352
tnni2b.1	137.093049150964	169.50096700481
ube2na	137.464905881736	165.543773101353
acaa2	134.741693756726	152.967994107236
tjp1	119.917877574513	100.049951213826
eif4bb	128.040175295026	136.793500363174
SNAP91 (2 of 2)	145.574746123146	113.261480000734
idh1	212.537609464377	234.562061488019
auts2	117.918446963978	98.6839014155958
cry1a	123.220363988557	120.585363081967
gng3	142.338284533537	140.633521494779
prrc2c	104.527244582369	93.3919811153667
crygm2d6	115.256276652268	139.992551206895
atrx	112.46205678916	92.8206184580952
pa2g4b	141.779565128884	170.858315837672
rpn2	130.395267923247	139.750084582982
ckap5	111.979328133739	104.631873685906
ccnd1	115.922753587427	143.659713375978
mta2	115.459956976546	108.609369828211
tnnt2d	116.54313764522	142.920132243005
dtnba	135.007661671455	136.504628768459
akap7	126.264979893149	128.793843214658
scg2b	137.072494266584	117.274940062096
dpysl5b	130.111859518282	106.966049647188
atp1b4	133.555115826312	145.53795927313
tfg	141.605782871415	141.155578698728
fgfr2	111.952544558544	114.961066339662
srebf2	144.663479094949	98.7407476535898
ppap2b	122.385710646904	141.126575515031
net1	130.177884342716	138.493086804697
mvp	139.818752732806	193.131598314934
AL928657.1	148.669192041617	177.504104674899
tyrp1b	283.166095705305	219.195596398662
ppm1bb	126.558977160225	132.320629921299
ndufs7	142.018749370947	155.749979155033
prpf39	111.34212642555	106.664996586051
IRF2BPL	144.5912255797	109.215536336697
taldo1	161.464925323636	171.804399572906
gcn1l1	108.140545913885	92.3461264364232
tax1bp1b	133.631106673016	141.980429173303
per2	105.640323317853	79.6531745576004
atp6v1e1b	129.237965122332	142.645762188842
MYH9 (1 of 2)	111.726440635423	78.9205542215452
hk1	125.378004983315	124.640007690854
tefa	165.161691969823	192.664067059401
ACTC1	137.606921552874	113.109503244294
klhl31	123.628970414265	124.707295072926
arf5	126.92335942303	143.633030369005
ctdsp2	140.855217781745	174.307954180326
asph	128.864862614409	143.252508664563
pdlim7	147.060927269082	132.688390294679
actr1	130.775222059297	129.850138986383
puf60b	120.784920439807	123.175927137883
fat1	96.9163277289582	98.1247201016327
si:ch211-156j16.1	121.804567740879	136.602079371294
etfb	147.364267718588	177.71118734699
ATPIF1 (2 of 2)	145.584089208105	175.193131199018
calb2a	137.907147608237	135.23138913754
npepps	131.887054920158	126.401660885983
srsf4	114.184307783015	109.87506865394
rbfox2	116.20429327793	109.636662416239
slc20a1b	120.576879944234	140.507067605653
ddost	128.028963593076	167.590817574814
jun	150.171567998109	102.768709296541
msna	111.968739271629	140.445000852047
zswim5	101.966603012878	89.5380385027805
tln1	110.366703287381	106.081452595731
casq1b	127.740572176975	140.088261702835
grin1b	128.184059583156	85.638850925679
pnisr	125.704391871504	125.359866654809
prkar1aa	124.274892367573	129.984133680699
arglu1a	128.458747743004	124.243824203606
mtpn	126.438762150618	159.540114794265
slc25a12	148.152205343034	126.961422218478
si:ch211-198a12.6	114.756730443922	119.79647652645
dhx15	118.072297176907	111.678486363828
stom	114.633401040172	126.447485889549
tomm20b	127.759258444363	141.432269134805
hcfc1b	103.100236632741	93.5114742178345
syt5b	108.635731950936	102.989713541948
ambpl	101.962865778894	177.582993248375
rhoab	130.573410352011	134.037618252521
hspa4b	125.329420746589	136.221557666851
fxr2	117.92031558097	126.05478282128
tm9sf2	133.501548480979	136.925754950596
sox11a	122.555132830549	133.300357398867
eif3ha	137.855448879896	144.318085553562
anxa11b	128.744024764961	147.39416282454
CABZ01044297.1	149.044786006372	189.253292984952
vcanb	113.386404136299	99.7233753982297
FNBP4	116.120827963259	108.340220299919
mbpb	115.507918373433	138.665365697389
polr2a	134.002963306317	92.7643522899309
eif4a3	127.16005211079	137.301636096402
cplx2l	139.456862024304	125.46949862147
tefb	113.616245195932	110.973129043019
snrpb	121.149925542453	132.512050913179
ssbp4	106.049552583401	98.3613860477688
dyrk1b	133.39877405908	106.277514146248
smarca5	111.491616564655	107.717231971563
foxo3a	108.509288250514	101.247782567134
angptl4	93.3727884851016	112.009122575897
immt	129.148271019374	118.618947391471
prph2b	136.331272359343	137.040607545724
vsnl1a	113.919585645438	111.67616608451
pdip5	127.298330450474	153.748179615309
gys1	120.528918547348	128.4788686828
grk7a	94.2093104047574	96.3880096526905
atp6ap2	129.570580603865	133.944227933305
syt11a	112.148750317384	110.502117368508
anxa4	118.14579656678	166.408647881198
irf2bp2a	122.695279884696	98.0551124607602
cpa5	207.09243108898	265.988747590951
eif1axb	122.509662890495	146.645880849312
mlf2	117.187190981537	122.552358739698
